"","KID","CaretypeBroad","Arrange97","Exp97Tot","Hours97Tot","Arrange","Hours97","Exp97"
"482",796034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"483",814032,"External","Non Relative",20,20,4,20,20
"484",817032,"External","Care Center",157,34,6,34,157
"485",818030,"External",NA,0,0,NA,NA,NA
"486",818032,"External","Care Center",101.25,45,6,45,101.25
"487",819032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"488",819033,"External",NA,0,0,NA,NA,NA
"489",819034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"490",821031,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"491",823033,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"492",826032,"External","Non Relative",50,45,4,45,50
"493",833035,"External","Relative",10,8,3,8,10
"494",833036,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"495",833180,"External",NA,0,0,NA,NA,NA
"496",833181,"External",NA,0,0,NA,NA,NA
"497",834034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"498",834035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"499",835030,"External",NA,0,0,NA,NA,NA
"500",835031,"External","Unkown Type",43,35,97,30,30
"501",838030,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"502",838031,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"503",840041,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"504",840042,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"505",840043,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"506",840044,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"507",840191,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"508",844032,"External","Care Center",18.5,10,6,10,18.5
"509",844033,"External","Care Center",9998,45,6,45,9998
"510",844034,"External","Care Center",62.5,45,6,45,62.5
"511",846030,"External",NA,0,0,NA,NA,NA
"512",846040,"External",NA,0,0,NA,NA,NA
"513",846043,"External",NA,0,0,NA,NA,NA
"514",846044,"External","Relative",0,60,3,60,0
"515",846045,"External","Relative",0,40,1,40,0
"516",853030,"External",NA,0,0,NA,NA,NA
"517",856033,"External",NA,0,0,NA,NA,NA
"518",856034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"519",856035,"External",NA,0,0,NA,NA,NA
"520",856036,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"521",856038,"External","Care Center",65,44,6,44,65
"522",857030,"External","Unkown Type",400,15,99,15,400
"523",857031,"External",NA,0,0,NA,NA,NA
"524",863032,"External",NA,0,0,NA,NA,NA
"525",863033,"External",NA,0,0,NA,NA,NA
"526",863034,"External",NA,0,0,NA,NA,NA
"527",863035,"External","Unkown Type",75,24,99,24,75
"528",866032,"External",NA,0,0,NA,NA,NA
"529",866033,"External",NA,0,0,NA,NA,NA
"530",868031,"External",NA,0,0,NA,NA,NA
"531",868034,"External",NA,0,0,NA,NA,NA
"532",868036,"External",NA,0,0,NA,NA,NA
"533",868037,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"534",875035,"External","Non Relative",120,24,4,24,120
"535",875036,"External","Non Relative",120,24,4,24,120
"536",880030,"External",NA,0,0,NA,NA,NA
"537",880031,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"538",880033,"External","Relative",31.5,39,1,30,0
"539",891031,"External","Care Center",75,12,6,12,75
"540",891032,"External","Care Center",75,12,6,12,75
"541",893031,"External",NA,0,0,NA,NA,NA
"542",893032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"543",897034,"External","Relative",50,168,3,168,50
"544",897035,"External",NA,0,0,NA,NA,NA
"545",898033,"External","Care Center",42,10,6,10,42
"546",898034,"External","Care Center",54,8,6,8,54
"547",898035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"548",899032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"549",899033,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"550",908036,"External","Care Center",126.1,42.5,6,42.5,126.1
"551",908037,"External","Care Center",126.1,42.5,6,42.5,126.1
"552",909032,"External",NA,0,0,NA,NA,NA
"553",910036,"External","Care Center",70,35,6,35,70
"554",913031,"External",NA,0,0,NA,NA,NA
"555",915030,"External",NA,0,0,NA,NA,NA
"556",915031,"External",NA,0,0,NA,NA,NA
"557",915032,"External",NA,0,0,NA,NA,NA
"558",915033,"External",NA,0,0,NA,NA,NA
"559",915034,"External",NA,0,0,NA,NA,NA
"560",915035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"561",916036,"External","Non Relative",0,28,4,28,0
"562",916184,"External",NA,0,0,NA,NA,NA
"563",916190,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"564",916191,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"565",920030,"External",NA,0,0,NA,NA,NA
"566",920031,"External","Care Center",85,40,6,40,85
"567",922031,"External",NA,0,0,NA,NA,NA
"568",922032,"External","Care Center",18,6,6,6,18
"569",922033,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"570",922034,"External","Relative",0,17.5,1,17.5,0
"571",922035,"External","Relative",0,16,1,16,0
"572",922036,"External","Relative",0,35,3,35,0
"573",931032,"External",NA,0,0,NA,NA,NA
"574",931033,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"575",935030,"External",NA,0,0,NA,NA,NA
"576",935031,"External",NA,0,0,NA,NA,NA
"577",935032,"External",NA,0,0,NA,NA,NA
"578",935034,"External","Care Center",70,35,6,35,70
"579",939033,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"580",941034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"581",941037,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"582",941038,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"583",941039,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"584",941184,"External","Non Relative",75,55,4,55,75
"585",941187,"External",NA,0,0,NA,NA,NA
"586",946030,"External","Non Relative",80,45,4,45,80
"587",952032,"External",NA,0,0,NA,NA,NA
"588",961034,"External",NA,0,0,NA,NA,NA
"589",961035,"External","Unkown Type",0,7,99,7,0
"590",961036,"External","Care Center",40,57.5,6,57.5,40
"591",961037,"External","Relative",26.25,24,1,9,0
"592",961038,"External","Relative",0,12,1,12,0
"593",964032,"External",NA,0,0,NA,NA,NA
"594",964035,"External","Relative",0,15,3,15,0
"595",970032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"596",970033,"External","Relative",40,40,3,40,40
"597",971030,"External","Non Relative",80,50,4,50,80
"598",976033,"External","Non Relative",50,20,4,20,50
"599",980030,"External",NA,0,0,NA,NA,NA
"600",980031,"External",NA,0,0,NA,NA,NA
"601",982032,"External",NA,0,0,NA,NA,NA
"602",998032,"External","Non Relative",40,18,4,18,40
"603",998033,"External","Non Relative",50,18,4,18,50
"604",999031,"External",NA,0,0,NA,NA,NA
"605",999032,"External",NA,0,0,NA,NA,NA
"606",999033,"External","Non Relative",420.75,55.5,2,32,256
"607",999034,"External","Non Relative",420.75,55.5,2,32,256
"608",1000031,"External",NA,0,0,NA,NA,NA
"609",1000032,"External",NA,0,0,NA,NA,NA
"610",1000033,"External",NA,0,0,NA,NA,NA
"611",1000034,"External",NA,0,0,NA,NA,NA
"612",1000035,"External",NA,0,0,NA,NA,NA
"613",1013031,"External",NA,0,0,NA,NA,NA
"614",1013032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"615",1013033,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"616",1014032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"617",1028039,"External",NA,0,0,NA,NA,NA
"618",1028040,"External",NA,0,0,NA,NA,NA
"619",1033031,"External","Care Center",0,45,6,45,0
"620",1036031,"External",NA,0,0,NA,NA,NA
"621",1037036,"External",NA,0,0,NA,NA,NA
"622",1037037,"External","Non Relative",36,30,4,30,36
"623",1038032,"External","Non Relative",40,8,4,8,40
"624",1038033,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"625",1043033,"External",NA,0,0,NA,NA,NA
"626",1043034,"External",NA,0,0,NA,NA,NA
"627",1043035,"External",NA,0,0,NA,NA,NA
"628",1043036,"External",NA,0,0,NA,NA,NA
"629",1043037,"External",NA,0,0,NA,NA,NA
"630",1043038,"External","Non Relative",75,45,4,45,75
"631",1043181,"External","Non Relative",60,42.5,4,42.5,60
"632",1045031,"External","Relative",0,50,3,50,0
"633",1047032,"External",NA,0,0,NA,NA,NA
"634",1048034,"External",NA,0,0,NA,NA,NA
"635",1048037,"External","Relative",25,5,3,5,25
"636",1048038,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"637",1048039,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"638",1048182,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"639",1048184,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"640",1048185,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"641",1048194,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"642",1048195,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"643",1051042,"External",NA,0,0,NA,NA,NA
"644",1051044,"External","Relative",0,12,3,12,0
"645",1051045,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"646",1055030,"External",NA,0,0,NA,NA,NA
"647",1055032,"External","Non Relative",40,4,4,4,40
"648",1060032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"649",1061030,"External","Relative",25,15,1,15,25
"650",1061032,"External",NA,0,0,NA,NA,NA
"651",1062031,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"652",1066032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"653",1066033,"External",NA,0,0,NA,NA,NA
"654",1066034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"655",1066035,"External",NA,0,0,NA,NA,NA
"656",1068032,"External",NA,0,0,NA,NA,NA
"657",1072031,"External",NA,0,0,NA,NA,NA
"658",1072032,"External",NA,0,0,NA,NA,NA
"659",1077031,"External",NA,0,0,NA,NA,NA
"660",1077032,"External",NA,0,0,NA,NA,NA
"661",1084032,"External",NA,0,0,NA,NA,NA
"662",1084033,"External","Relative",10,12.5,3,12.5,10
"663",1084035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"664",1088037,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"665",1088038,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"666",1090032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"667",1090173,"External",NA,0,0,NA,NA,NA
"668",1092032,"External",NA,0,0,NA,NA,NA
"669",1092033,"External","Care Center",175,45,6,45,175
"670",1092034,"External","Care Center",10,4,6,4,10
"671",1092035,"External","Care Center",325,45,6,45,325
"672",1093031,"External",NA,0,0,NA,NA,NA
"673",1093032,"External",NA,0,0,NA,NA,NA
"674",1093033,"External","Care Center",35,10,6,10,35
"675",1093034,"External","Care Center",28.75,15,6,15,28.75
"676",1096033,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"677",1098032,"External","Non Relative",50,40,4,40,50
"678",1098033,"External","Non Relative",75,8,4,8,75
"679",1100031,"External",NA,0,0,NA,NA,NA
"680",1100032,"External",NA,0,0,NA,NA,NA
"681",1100034,"External","Non Relative",50,45,4,45,50
"682",1107034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"683",1107035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"684",1109030,"External","Relative",62.5,24,3,24,62.5
"685",1121031,"External",NA,0,0,NA,NA,NA
"686",1121033,"External",NA,0,0,NA,NA,NA
"687",1121034,"External","Non Relative",55,40,4,40,55
"688",1125031,"External",NA,0,0,NA,NA,NA
"689",1125032,"External",NA,0,0,NA,NA,NA
"690",1126035,"External",NA,0,0,NA,NA,NA
"691",1126036,"External",NA,0,0,NA,NA,NA
"692",1127030,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"693",1129039,"External",NA,0,0,NA,NA,NA
"694",1129187,"External",NA,0,0,NA,NA,NA
"695",1129189,"External",NA,0,0,NA,NA,NA
"696",1129197,"External","Care Center",50,40,6,40,50
"697",1131032,"External","Care Center",25,36,6,36,25
"698",1131034,"External","Non Relative",25,36,4,36,25
"699",1141034,"External",NA,0,0,NA,NA,NA
"700",1141035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"701",1141036,"External",NA,0,0,NA,NA,NA
"702",1141037,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"703",1141175,"External",NA,0,0,NA,NA,NA
"704",1141179,"External","Care Center",0,8,6,8,0
"705",1142031,"External",NA,0,0,NA,NA,NA
"706",1142032,"External",NA,0,0,NA,NA,NA
"707",1142033,"External","Non Relative",35,8,4,8,35
"708",1142034,"External","Non Relative",35,8,4,8,35
"709",1144036,"External","Relative",40,32,3,32,40
"710",1144037,"External","Relative",50,40,3,40,50
"711",1149030,"External","Care Center",100,45,6,45,100
"712",1150171,"External",NA,0,0,NA,NA,NA
"713",1150172,"External",NA,0,0,NA,NA,NA
"714",1151034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"715",1151036,"External",NA,0,0,NA,NA,NA
"716",1151037,"External",NA,0,0,NA,NA,NA
"717",1151038,"External",NA,0,0,NA,NA,NA
"718",1151039,"External","Care Center",19,8,6,8,19
"719",1152038,"External","Unkown Type",0,35,97,35,0
"720",1154030,"External",NA,0,0,NA,NA,NA
"721",1161030,"External","Non Relative",85,45,4,45,85
"722",1163036,"External",NA,0,0,NA,NA,NA
"723",1163037,"External",NA,0,0,NA,NA,NA
"724",1163038,"External",NA,0,0,NA,NA,NA
"725",1163039,"External",NA,0,0,NA,NA,NA
"726",1163040,"External",NA,0,0,NA,NA,NA
"727",1163041,"External",NA,0,0,NA,NA,NA
"728",1163042,"External","Relative",85,45,3,45,85
"729",1163043,"External",NA,0,0,NA,NA,NA
"730",1163045,"External","Non Relative",50,40,4,40,50
"731",1164033,"External",NA,0,0,NA,NA,NA
"732",1166037,"External",NA,0,0,NA,NA,NA
"733",1167041,"External",NA,0,0,NA,NA,NA
"734",1167042,"External","Relative",20,24,3,24,20
"735",1167043,"External",NA,0,0,NA,NA,NA
"736",1167044,"External",NA,0,0,NA,NA,NA
"737",1167045,"External",NA,0,0,NA,NA,NA
"738",1167046,"External","Relative",40,40,3,40,40
"739",1168035,"External",NA,0,0,NA,NA,NA
"740",1168036,"External",NA,0,0,NA,NA,NA
"741",1168037,"External",NA,0,0,NA,NA,NA
"742",1168174,"External",NA,0,0,NA,NA,NA
"743",1168175,"External",NA,0,0,NA,NA,NA
"744",1169030,"External",NA,0,0,NA,NA,NA
"745",1169031,"External",NA,0,0,NA,NA,NA
"746",1178176,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"747",1178177,"External","Relative",0,8,3,8,0
"748",1179033,"External","Care Center",60,15,6,15,60
"749",1184039,"External",NA,0,0,NA,NA,NA
"750",1184040,"External",NA,0,0,NA,NA,NA
"751",1184041,"External",NA,0,0,NA,NA,NA
"752",1184043,"External","Care Center",26.25,7,6,7,26.25
"753",1185032,"External",NA,0,0,NA,NA,NA
"754",1185034,"External","Relative",150,48,3,48,150
"755",1192033,"External",NA,0,0,NA,NA,NA
"756",1192034,"External",NA,0,0,NA,NA,NA
"757",1192035,"External",NA,0,0,NA,NA,NA
"758",1200034,"External","Non Relative",100,9.5,4,9.5,100
"759",1210031,"External",NA,0,0,NA,NA,NA
"760",1213031,"External","Unkown Type",142.5,20,97,20,142.5
"761",1220030,"External",NA,0,0,NA,NA,NA
"762",1220031,"External",NA,0,0,NA,NA,NA
"763",1221031,"External",NA,0,0,NA,NA,NA
"764",1221032,"External",NA,0,0,NA,NA,NA
"765",1221033,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"766",1221034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"767",1221035,"External","Care Center",34.25,11,6,11,34.25
"768",1221036,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"769",1222034,"External",NA,0,0,NA,NA,NA
"770",1222035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"771",1222185,"External",NA,0,0,NA,NA,NA
"772",1222189,"External",NA,0,0,NA,NA,NA
"773",1225031,"External",NA,0,0,NA,NA,NA
"774",1227034,"External",NA,0,0,NA,NA,NA
"775",1227035,"External","Non Relative",115,45,4,45,115
"776",1227195,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"777",1230031,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"778",1233034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"779",1233035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"780",1236031,"External",NA,0,0,NA,NA,NA
"781",1236032,"External",NA,0,0,NA,NA,NA
"782",1241035,"External","Relative",0,35,1,35,0
"783",1242032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"784",1242033,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"785",1242034,"External",NA,0,0,NA,NA,NA
"786",1242035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"787",1242036,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"788",1242038,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"789",1242039,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"790",1254030,"External",NA,0,0,NA,NA,NA
"791",1258030,"External",NA,0,0,NA,NA,NA
"792",1258031,"External",NA,0,0,NA,NA,NA
"793",1258032,"External","Care Center",25,7.5,6,7.5,25
"794",1258033,"External","Unkown Type",0,3,99,3,0
"795",1258034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"796",1260043,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"797",1266030,"External",NA,0,0,NA,NA,NA
"798",1266031,"External",NA,0,0,NA,NA,NA
"799",1269033,"External","Relative",0,45,3,45,0
"800",1274032,"External",NA,0,0,NA,NA,NA
"801",1274033,"External",NA,0,0,NA,NA,NA
"802",1281034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"803",1281035,"External",NA,0,0,NA,NA,NA
"804",1281036,"External",NA,0,0,NA,NA,NA
"805",1284031,"External","Non Relative",225,20,2,20,225
"806",1284032,"External","Non Relative",260,15,2,15,260
"807",1285030,"External","Non Relative",200,10,2,10,200
"808",1285031,"External",NA,0,0,NA,NA,NA
"809",1285032,"External",NA,0,0,NA,NA,NA
"810",1285033,"External",NA,0,0,NA,NA,NA
"811",1286032,"External",NA,0,0,NA,NA,NA
"812",1286033,"External",NA,0,0,NA,NA,NA
"813",1286175,"External",NA,0,0,NA,NA,NA
"814",1290034,"External",NA,0,0,NA,NA,NA
"815",1290035,"External",NA,0,0,NA,NA,NA
"816",1292032,"External",NA,0,0,NA,NA,NA
"817",1298031,"External",NA,0,0,NA,NA,NA
"818",1298032,"External",NA,0,0,NA,NA,NA
"819",1298033,"External",NA,0,0,NA,NA,NA
"820",1302037,"External",NA,0,0,NA,NA,NA
"821",1303032,"External",NA,0,0,NA,NA,NA
"822",1303033,"External","Non Relative",45,50,4,50,45
"823",1306031,"External","Non Relative",170,8,4,8,170
"824",1315032,"External",NA,0,0,NA,NA,NA
"825",1315033,"External",NA,0,0,NA,NA,NA
"826",1315034,"External",NA,0,0,NA,NA,NA
"827",1315035,"External",NA,0,0,NA,NA,NA
"828",1315036,"External","Care Center",5.48076923076923,4,6,4,5.48076923076923
"829",1315039,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"830",1332030,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"831",1332032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"832",1332033,"External","Relative",0,6,1,6,0
"833",1332181,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"834",1335047,"External",NA,0,0,NA,NA,NA
"835",1335048,"External",NA,0,0,NA,NA,NA
"836",1335052,"External","Care Center",46.5,35,6,35,46.5
